id,medicine,therapeutic_category,subcategory,list_type,dosage_forms,text
eml-801c5b6ff64f,calcipotriol,7. ANTIMIGRAINE MEDICINES,13.4 Medicines affecting skin differentiation and proliferation,core,Cream or ointment:50 micrograms/mL(0.005%)。Lotion:50 micrograms/mL(0.005%)。,"calcipotriol is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 13.4 Medicines affecting skin differentiation and proliferation. Listing: core. Available dosage forms/strengths: Cream or ointment:50 micrograms/mL(0.005%)。Lotion:50 micrograms/mL(0.005%)。"
eml-1d98570c3ce2,calcium,27. VITAMINS AND MINERALS,,core,Tablet:500mg(elemental).,"calcium is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 27. VITAMINS AND MINERALS. Listing: core. Available dosage forms/strengths: Tablet:500mg(elemental)."
eml-24dcff733171,calcium folinate(leucovorin calcium),7. ANTIMIGRAINE MEDICINES,8.2.1 Cytotoxic medicines,complementary,Injection:3mg/mLIn10mLampoule;7.5mg/mLIn2mLampoule;10mg/mLIn5mLampoule.,"calcium folinate(leucovorin calcium) is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 8.2.1 Cytotoxic medicines. Listing: complementary. Available dosage forms/strengths: Injection:3mg/mLIn10mLampoule;7.5mg/mLIn2mLampoule;10mg/mLIn5mLampoule."
eml-0223b1b9dc0b,calcium gluconate,27. VITAMINS AND MINERALS,,complementary,Injection:100mg/mLin10mLampoule.,"calcium gluconate is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 27. VITAMINS AND MINERALS. Listing: complementary. Available dosage forms/strengths: Injection:100mg/mLin10mLampoule."
eml-24c8e3029f14,capecitabine,7. ANTIMIGRAINE MEDICINES,8.2.1 Cytotoxic medicines,complementary,Tablet:5mg;15mg;25mg. - Burkitt lymphoma - Early stage colon cancer - Early stage rectal cancer - Gestational trophoblastic neoplasia - Metastatic colorectal cancer - Osteosarcoma,"capecitabine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 8.2.1 Cytotoxic medicines. Listing: complementary. Available dosage forms/strengths: Tablet:5mg;15mg;25mg. - Burkitt lymphoma - Early stage colon cancer - Early stage rectal cancer - Gestational trophoblastic neoplasia - Metastatic colorectal cancer - Osteosarcoma"
eml-f9a9b4b4ed92,Capsules,30. DENTAL MEDICINES AND PREPARATIONS,,core,Refers to hard or soft capsules.The term 'capsule' without qualification is never intended to allow any type of modified-release capsule.,"Capsules is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: Refers to hard or soft capsules.The term 'capsule' without qualification is never intended to allow any type of modified-release capsule."
eml-e28f6a584616,Capsules(qualified),30. DENTAL MEDICINES AND PREPARATIONS,,core,"The term 'capsule' with qualification refers to gastro-resistant(such capsules may sometimes be described as enteric-coated or as delayed-release), prolonged-release or another modified-release form.","Capsules(qualified) is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: The term 'capsule' with qualification refers to gastro-resistant(such capsules may sometimes be described as enteric-coated or as delayed-release), prolonged-release or another modified-release form."
eml-1b17a6989998,carbamazepine,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,5.1 Antisezure medicines,core,Oral liquid: 100 mg/5 mL. Tablet (chewable): 100 mg; 200 mg. Tablet (scored): 100 mg; 200 mg; 400 mg.,"carbamazepine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 5.1 Antisezure medicines. Listing: core. Available dosage forms/strengths: Oral liquid: 100 mg/5 mL. Tablet (chewable): 100 mg; 200 mg. Tablet (scored): 100 mg; 200 mg; 400 mg."
eml-b8f9c14f35c1,carbamazepine,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,24.2.2 Medicines for bipolar disorders,core,Tablet(scored):100mg;200mg;400mg.,"carbamazepine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS; 24.2.2 Medicines for bipolar disorders. Listing: core. Available dosage forms/strengths: Tablet(scored):100mg;200mg;400mg."
eml-42dd5c937136,carbetocin,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,22.3 Uterotonics,core,Injection(heat stable):100 micrograms/mL.,"carbetocin is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE; 22.3 Uterotonics. Listing: core. Available dosage forms/strengths: Injection(heat stable):100 micrograms/mL."
eml-5bbf394a54cc,carboplatin,7. ANTIMIGRAINE MEDICINES,8.2.1 Cytotoxic medicines,complementary,Injection:50mg/5mL;150mg/15mL;450mg/45mL;600mg/60mL. - Cervical cancer - Early stage breast cancer - Epithelial ovarian cancer - Head and neck cancer(as radio-sensitizer) - Low-grade glioma - Nasopharyngeal cancer - Nephroblastoma(Wilms tumour) - Non-small cell lung cancer - Osteosarcoma - Ovarian germ cell tumour - Retinoblastoma - Testicular germ cell tumour,"carboplatin is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 8.2.1 Cytotoxic medicines. Listing: complementary. Available dosage forms/strengths: Injection:50mg/5mL;150mg/15mL;450mg/45mL;600mg/60mL. - Cervical cancer - Early stage breast cancer - Epithelial ovarian cancer - Head and neck cancer(as radio-sensitizer) - Low-grade glioma - Nasopharyngeal cancer - Nephroblastoma(Wilms tumour) - Non-small cell lung cancer - Osteosarcoma - Ovarian germ cell tumour - Retinoblastoma - Testicular germ cell tumour"
eml-5779a2260f1b,cefazolin,30. DENTAL MEDICINES AND PREPARATIONS,,core,&gt;1month,"cefazolin is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: &gt;1month"
eml-ac9e4f4f0c38,ceftriaxone,30. DENTAL MEDICINES AND PREPARATIONS,,core,&gt;41weeks corrected gestational age,"ceftriaxone is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: &gt;41weeks corrected gestational age"
eml-02d64afe2041,"charcoal,activated",3. ANTIALLERGICS AND MEDICINES USED IN ANAPHYLAXIS,4.1 Non-specific,core,Powder.,"charcoal,activated is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 3. ANTIALLERGICS AND MEDICINES USED IN ANAPHYLAXIS; 4.1 Non-specific. Listing: core. Available dosage forms/strengths: Powder."
eml-2ab252db27b1,chlorambucil,7. ANTIMIGRAINE MEDICINES,8.2.1 Cytotoxic medicines,complementary,Tablet:2mg. - Chronic lymphocytic leukaemia,"chlorambucil is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 8.2.1 Cytotoxic medicines. Listing: complementary. Available dosage forms/strengths: Tablet:2mg. - Chronic lymphocytic leukaemia"
eml-e73bb1d383b7,chlorhexidine,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,22.6 Medicines administered to the neonate[c],core,Solution or gel:7.1%(digluconate)delivering4%chlorhexidine(for umbilical cord care).,"chlorhexidine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE; 22.6 Medicines administered to the neonate[c]. Listing: core. Available dosage forms/strengths: Solution or gel:7.1%(digluconate)delivering4%chlorhexidine(for umbilical cord care)."
eml-aa223578af49,chlorine base compound,15. ANTISEPTICS AND DISINFECTANTS,15.2 Disinfectants,core,Liquid:(0.1%available chlorine)for solution. Powder:(0.1%available chlorine)for solution. Solid:(0.1%available chlorine)for solution.,"chlorine base compound is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 15. ANTISEPTICS AND DISINFECTANTS; 15.2 Disinfectants. Listing: core. Available dosage forms/strengths: Liquid:(0.1%available chlorine)for solution. Powder:(0.1%available chlorine)for solution. Solid:(0.1%available chlorine)for solution."
eml-63232b419c5a,chloroquine,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,5.3 Medicines for parkinsonism,core,Oral liquid: 50 mg/5 mL (as phosphate or sulfate). Tablet: 100 mg; 150 mg (as phosphate or sulfate). *For use only for the treatment of Plasmodium vivax infection.,"chloroquine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 5.3 Medicines for parkinsonism. Listing: core. Available dosage forms/strengths: Oral liquid: 50 mg/5 mL (as phosphate or sulfate). Tablet: 100 mg; 150 mg (as phosphate or sulfate). *For use only for the treatment of Plasmodium vivax infection."
eml-4641a8a5fbb2,chloroquine,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,5.3 Medicines for parkinsonism,core,"Oral liquid:50mg/5mL(as phosphate or sulfate).Tablet:150mg(as phosphate or sulfate).*For use only in central American regions,forPlasmodiumvivaxinfections.","chloroquine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 5.3 Medicines for parkinsonism. Listing: core. Available dosage forms/strengths: Oral liquid:50mg/5mL(as phosphate or sulfate).Tablet:150mg(as phosphate or sulfate).*For use only in central American regions,forPlasmodiumvivaxinfections."
eml-0429a198c888,chloroquine,29. MEDICINES FOR DISEASES OF JOINTS,29.2 Disease-modifying anti-rheumatic drugs(DMARDs),core,Tablet:100mg;150mg(as phosphate or sulfate).,"chloroquine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 29. MEDICINES FOR DISEASES OF JOINTS; 29.2 Disease-modifying anti-rheumatic drugs(DMARDs). Listing: core. Available dosage forms/strengths: Tablet:100mg;150mg(as phosphate or sulfate)."
eml-255845dc1c7e,ciclosporin,7. ANTIMIGRAINE MEDICINES,8.1 Immunomodulators for non-malignant disease,complementary,Capsule:25mg.Concentrate for injection:50mg/mLin1mLampoule.Oral liquid:100mg/mL[c].,"ciclosporin is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 8.1 Immunomodulators for non-malignant disease. Listing: complementary. Available dosage forms/strengths: Capsule:25mg.Concentrate for injection:50mg/mLin1mLampoule.Oral liquid:100mg/mL[c]."
eml-8f4883030306,ciprofloxacin,"28. EAR, NOSE AND THROAT MEDICINES",,core,Solution(ear drops):0.3%(as hydrochloride).,"ciprofloxacin is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 28. EAR, NOSE AND THROAT MEDICINES. Listing: core. Available dosage forms/strengths: Solution(ear drops):0.3%(as hydrochloride)."
eml-d7536b70f184,cisplatin,7. ANTIMIGRAINE MEDICINES,8.2.1 Cytotoxic medicines,complementary,Injection:10mg/10mL;20mg/20mL;50mg/50mL;100mg/100mL - Cervical cancer - Head and neck cancer(as a radio-sensitizer) - Low-grade glioma - Nasopharyngeal cancer(as a radio-sensitizer) - Non-small cell lung cancer - Osteosarcoma - Ovarian germ cell tumour - Testicular germ cell tumour,"cisplatin is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 8.2.1 Cytotoxic medicines. Listing: complementary. Available dosage forms/strengths: Injection:10mg/10mL;20mg/20mL;50mg/50mL;100mg/100mL - Cervical cancer - Head and neck cancer(as a radio-sensitizer) - Low-grade glioma - Nasopharyngeal cancer(as a radio-sensitizer) - Non-small cell lung cancer - Osteosarcoma - Ovarian germ cell tumour - Testicular germ cell tumour"
eml-284bae33e64c,cladribine,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,5.2 Medicines for multiple sclerosis,complementary,Tablet:10mg.,"cladribine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 5.2 Medicines for multiple sclerosis. Listing: complementary. Available dosage forms/strengths: Tablet:10mg."
eml-9ad594fe5137,clomifene,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,22.2 Ovulation Inducers,complementary,Tablet:50mg(citrate).,"clomifene is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE; 22.2 Ovulation Inducers. Listing: complementary. Available dosage forms/strengths: Tablet:50mg(citrate)."
eml-d4d64cf9dfd7,clomipramine,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,24.4 Medicines for obsessive compulsive disorders,core,Capsule: 10 mg; 25 mg (hydrochloride).,"clomipramine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS; 24.4 Medicines for obsessive compulsive disorders. Listing: core. Available dosage forms/strengths: Capsule: 10 mg; 25 mg (hydrochloride)."
eml-f08acb55343b,clopidogrel,7. ANTIMIGRAINE MEDICINES,12.5.1 Anti-platelet medicines,core,Tablet: 75 mg; 300 mg,"clopidogrel is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 12.5.1 Anti-platelet medicines. Listing: core. Available dosage forms/strengths: Tablet: 75 mg; 300 mg"
eml-13f17e9cb2d5,clozapine,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,24.1 Medicines for psychotic disorders,complementary,Solid oral dosage form:25to200mg.,"clozapine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS; 24.1 Medicines for psychotic disorders. Listing: complementary. Available dosage forms/strengths: Solid oral dosage form:25to200mg."
eml-b94dec1a4c3d,coal tar,7. ANTIMIGRAINE MEDICINES,13.4 Medicines affecting skin differentiation and proliferation,core,Solution:5%。,"coal tar is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 13.4 Medicines affecting skin differentiation and proliferation. Listing: core. Available dosage forms/strengths: Solution:5%。"
eml-6f8d67304a88,codeine,2. MEDICINES FOR PAIN AND PALLIATIVE CARE,2.2 Opioid analgesics,core,Tablet: 30 mg (phosphate).,"codeine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 2. MEDICINES FOR PAIN AND PALLIATIVE CARE; 2.2 Opioid analgesics. Listing: core. Available dosage forms/strengths: Tablet: 30 mg (phosphate)."
eml-d2711f1f63c7,cyclizine,2. MEDICINES FOR PAIN AND PALLIATIVE CARE,2.3 Medicines for other common symptoms in palliative care,core,Injection:50mg/mLTablet:50mg.,"cyclizine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 2. MEDICINES FOR PAIN AND PALLIATIVE CARE; 2.3 Medicines for other common symptoms in palliative care. Listing: core. Available dosage forms/strengths: Injection:50mg/mLTablet:50mg."
eml-69d0f9587914,cyclophosphamide,7. ANTIMIGRAINE MEDICINES,8.2.1 Cytotoxic medicines,complementary,Powder for injection:500mg;1g;2g in vial. Solid oral dosage form:25mg;50mg. - Acute lymphoblastic leukaemia - Anaplastic large cell lymphoma - Burkitt lymphoma - Chronic lymphocytic leukaemia - Diffuse large B-cell lymphoma - Early stage breast cancer - Ewing sarcoma - Follicular lymphoma - Gestational trophoblastic neoplasia - Hodgkin lymphoma - Low-grade glioma - Metastatic breast cancer - Multiple myeloma - Nephroblastoma(Wilms tumour) - Rhabdomyosarcoma,"cyclophosphamide is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 8.2.1 Cytotoxic medicines. Listing: complementary. Available dosage forms/strengths: Powder for injection:500mg;1g;2g in vial. Solid oral dosage form:25mg;50mg. - Acute lymphoblastic leukaemia - Anaplastic large cell lymphoma - Burkitt lymphoma - Chronic lymphocytic leukaemia - Diffuse large B-cell lymphoma - Early stage breast cancer - Ewing sarcoma - Follicular lymphoma - Gestational trophoblastic neoplasia - Hodgkin lymphoma - Low-grade glioma - Metastatic breast cancer - Multiple myeloma - Nephroblastoma(Wilms tumour) - Rhabdomyosarcoma"
